0.97362422,1,2,1,3,1,1,1,0.33718165,0
-1.42153189,1,10,1,2,0,1,0,0.33718165,0
0.97362422,1,1,3,2,1,1,1,0.67436331,0
-1.47138073,0,7,1,3,0,0,1,0.01939949,0
-0.86897364,0,11,1,2,1,1,1,0.67436331,0
0.08679737,1,4,3,2,1,0,0,0.02771356,0
-1.33831650,1,3,3,2,0,0,1,0.01939949,0
-0.93630977,0,4,3,2,0,0,0,0.01939949,0
0.97362422,1,2,0,2,1,1,0,0.13856780,0
0.97362422,0,5,0,1,1,1,0,0.33718165,1
0.08679737,0,12,0,2,0,0,0,0.67436331,0
-1.46253658,0,11,0,2,1,1,0,0.67436331,0
-0.86595859,1,2,0,1,1,1,1,1.34872662,0
0.08679737,1,6,0,2,1,1,1,0.67436331,0
0.97362422,1,11,3,2,1,1,1,0.33718165,0
0.97362422,1,7,1,2,0,1,1,0.08314068,0
-0.93630977,0,5,0,2,0,0,1,0.01939949,0
0.97362422,0,6,0,2,1,0,0,0.01293299,0
0.97362422,1,5,2,1,0,0,0,0.67436331,0
0.08679737,1,7,3,2,1,1,1,0.33718165,0
0.97362422,1,1,2,2,1,0,1,0.05542712,0
0.97362422,1,9,2,2,0,1,0,0.33718165,0
0.97362422,1,8,1,2,1,1,0,0.67436331,0
0.97362422,1,10,3,2,1,1,1,0.27713561,0
0.08679737,1,4,1,2,1,1,1,0.05542712,0
-1.20625729,1,10,0,2,0,0,0,0.02771356,0
0.97362422,1,1,1,2,1,1,0,0.16628136,0
0.97362422,1,3,3,3,1,1,0,1.68590827,0
0.97362422,1,11,2,2,0,1,0,0.05542712,0
-1.20766431,1,7,3,2,0,1,1,2.36027158,0
-1.36645697,0,1,0,2,0,1,0,1.01154496,0
0.97362422,1,7,1,2,1,0,1,0.11085424,0
-1.39821550,0,7,0,2,0,1,0,0.05542712,0
0.08679737,1,11,0,2,1,1,1,1.68590827,0
-0.86595859,1,4,1,2,1,1,1,1.01154496,0
-1.43057704,0,12,0,2,1,0,1,1.01154496,0
0.97362422,1,10,3,1,1,1,1,1.01154496,0
0.97362422,0,7,0,2,0,0,1,0.05542712,0
0.97362422,1,8,1,0,0,1,1,0.11085424,0
-0.93630977,0,7,1,2,0,0,1,0.01939949,0
-1.33831650,1,4,0,2,0,1,0,2.36027158,0
-1.20625729,0,6,2,2,0,0,1,0.05542712,0
-0.93630977,1,12,1,2,0,0,0,0.05542712,0
0.97362422,0,1,2,2,0,0,1,1.34872662,0
0.97362422,1,5,3,2,0,1,1,0.67436331,0
-1.29489977,1,8,3,1,1,1,1,4.04617985,1
0.97362422,1,8,0,1,0,1,0,3.03463489,0
0.08679737,0,5,0,1,0,0,0,0.01939949,0
0.08679737,1,3,1,2,1,1,0,0.13856780,0
0.97362422,0,10,3,2,1,0,1,2.02308993,0
-1.36082888,0,7,3,1,0,0,0,0.33718165,0
-0.93630977,1,10,2,3,0,1,0,0.08314068,0
0.97362422,0,6,3,2,0,0,0,0.01939949,0
0.97362422,1,5,1,2,1,1,1,0.67436331,0
0.97362422,1,11,2,2,0,1,0,0.05542712,0
0.08679737,0,10,0,2,0,0,1,0.00646650,0
-1.36645697,1,8,2,2,0,1,0,0.05542712,0
-0.86897364,0,7,2,2,1,0,1,0.33718165,0
0.08679737,1,9,2,2,1,1,0,1.34872662,0
0.97362422,1,7,0,2,1,1,1,0.67436331,0
0.97362422,1,8,2,2,0,0,1,0.33718165,0
0.08679737,1,5,1,3,1,1,0,3.70899820,0
0.08679737,1,10,0,2,0,0,0,0.02771356,0
0.97362422,1,9,2,1,1,1,0,0.67436331,0
0.08679737,0,7,2,2,0,0,1,0.01293299,0
0.97362422,1,10,3,3,1,1,0,2.02308993,0
0.97362422,1,12,0,2,1,1,1,0.16628136,0
-1.41228574,1,9,0,2,1,0,0,0.05542712,1
0.97362422,0,6,2,1,0,0,1,0.05542712,0
